0,1
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-064-s02-00.png,"Francesco she despised for his dullness , his"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-031-s05-01.png,blessing that Jacky 's off to boarding school .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-017-s01-01.png,overall average for the factories sponsored by
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-067a-s08-00.png,You don't
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-008-s01-00.png,Gaunt was compelled to give up his search for
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-107-s03-01.png,though half an hour ago she had
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-050i-s02-03.png,"and persevering , ' but he appears to despair of ever being"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037r-s01-00.png,"Sir R. Peel was here , I"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d03-112-s01-00.png,"The word is a Persian loan-word ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-158-s06-01.png,love me ?
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j07-000-s02-03.png,dip-soldered copper .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-094b-s00-08.png,"Richards , with lavish and suitably gaudy"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-069a-s00-05.png,examined by the relatives and friends of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-021a-s01-06.png,which the Israelites sighed .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-082u-s01-01.png,slackness in the Eisenhower Administration
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-050h-s02-04.png,to despair of ever being cured . '
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-007-s00-00.png,"And a fine old fuss there was about it , too ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037k-s03-03.png,first shown themselves seventeen years before
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-065-s02-00.png,Dallas
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a03-011-s00-01.png,situation and especially in view of fresh problems facing
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d05-030-s03-02.png,"the Jesuit , Fisher ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-024-s00-00.png,The police began a systematic search of the line -
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e02-025-s00-03.png,"tent of the taper , and in"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-020-s05-00.png,I 'd like to live in America
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-200-s07-01.png,they could have measured up the road and
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-053x-s03-00.png,Senator Robertson's
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f02-017-s01-04.png,3 . Work and leisure 4 . Living arrangements
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-199-s01-01.png,wonder he tried to have me suffocated back
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-119-s00-00.png,The moment had come .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g04-007-s00-02.png,coming to Sunday Evensong .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e02-091-s01-01.png,"can be done , though for advanced"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-145-s03-03.png,office .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-049x-s00-02.png,"television audience it was "" current Washington"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-043-s00-02.png,of the Commons and in its own Convocations
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-060-s00-00.png,One of the greatest steps forward that has been
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037k-s00-01.png,& that all may go well .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-000-s03-00.png,He lifted his glass
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-087-s01-01.png,was shown at the Scottish Trades Union
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p01-168-s03-00.png,"Mad ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-047c-s01-02.png,consulted in May 1834 .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-015-s01-01.png,"both economic and political , and revealed once again the"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-006-s02-02.png,"Bundy , the President's special assistant for"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-007-s02-00.png,"Inevitably engineering ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-079-s01-00.png,At his
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h01-000-s00-02.png,1911 and 1951 Censuses .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e06-037-s01-03.png,when fish are caught only in the top
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j07-009-s00-00.png,This development coincided with the introduction of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-007e-s01-05.png,"the memory of "" - are seen as an integral"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b05-038-s02-02.png,can be taught their trade by means of tape
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-190-s02-01.png,"fitting fractured . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-145-s02-00.png,It was
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-083-s03-02.png,"corrected by the sliding scale of the second poll-tax ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-089-s01-00.png,The Americans were
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-154-s03-01.png,against African fanatics and woolly minded
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037m-s02-03.png,effective alleviation of his painful malady .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-027-s06-00.png,"During this period he wrote a book ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-120-s02-00.png,Today
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e01-055-s01-01.png,after the Victorian period that designers realised
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-014-s00-01.png,relief - turns his attention to
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-023-s01-02.png,a set of principles excluding race discrimination .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-060-s03-00.png,GOOD cheer
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-067-s02-01.png,"putting his affairs in order , and"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-095-s01-01.png,the chief spokesman of the jeans-and-
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-021e-s01-03.png,"child as much as to the expectant mother ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-113u-s00-02.png,different from that of Labour .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-062-s02-05.png,his mind to it .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r02-078-s00-02.png,"to emerge carrying his shame unseen , but burning ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-058-s00-00.png,PRESIDENT KENNEDY is ready to get tough
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-126-s01-00.png,' Yes .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-169-s02-01.png,that teenagers earn too much and spend it all
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-075-s02-00.png,"He did , on his piano at home ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-003-s03-03.png,other side as victors .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-058-s01-02.png,"and shaping your little craft , upside-down ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-096-s03-04.png,you for the offer & to decline it .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-022-s02-02.png,looked out of the windows at the weeping trees and the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018o-s02-00.png,The journey
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-065-s00-04.png,precise minute of Dackson's visit
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-007-s03-05.png,Rev. Edwards .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-109-s01-01.png,"through Sir John's nonsense ? """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011j-s00-01.png,Naples .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e02-082-s01-02.png,ripping out parts from hardwood .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-071-s02-00.png,In some perverse way their brief quarrel had forged
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-008-s02-01.png,"is the stylus used by Moses , and this stylus is described"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-039-s01-00.png,The parade was reviewed by
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b05-055-s01-03.png,batting averages and all the statistical blight that makes a
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-000-s01-01.png,to help them to face whatever it is that
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-030-s00-01.png,have sought to attract private
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-012-s04-02.png,Morfydd Owen .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r03-002-s01-02.png,premature piece of frailty in an oxygen-
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-059-s01-01.png,"clearly , sections of the movement reaffirmed their"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m06-019-s10-00.png,You
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-022a-s00-00.png,"Augusta Leigh too was favourably impressed ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-058x-s03-02.png,German Chancellor .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-014-s02-03.png,was amongst them .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-238-s03-00.png,Price shook his head .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f02-033-s01-06.png,he had made into the problems that beset
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b05-017-s05-00.png,The other incident occurred in the boat-train from Cherbourg
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-150-s04-02.png,"what he was - Potter , a frightened boy who had a"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m06-106-s01-00.png,"For Lily-yo , Flor"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-032-s00-00.png,Then something like a zest for living began to come back
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-015-s00-02.png,proper adjustment to life as it grows up .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e02-000-s01-00.png,The simpler varieties are
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-062-s01-01.png,"stopped , as in fine weather we always"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h02-028-s02-03.png,to the inhalation of gases and vapours should never be
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j04-046-s00-06.png,with three separate portions of dilute ( 1.25
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-081-s06-01.png,the window .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b03-098-s01-01.png,ratures will be put in the ring together .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n01-004-s03-02.png,faith which he was placing in her and
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-111-s01-02.png,she felt small flats were altogether more
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-022-s00-03.png,serve at least a year overseas .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-133-s03-03.png,that Fred had known her on and off
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-050o-s01-01.png,bed his distinguished patient and his
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011b-s02-01.png,"he wrote , ' is arrived , which is a great"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-033-s01-01.png,"where they dispersed and wandered around , admiring"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-057-s02-03.png,the hoe .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j04-111-s01-01.png,104 only for Ruthenium-106 and zirconium-95
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-127-s01-01.png,"what , in fact , can the other Commonwealth countries"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e06-000-s01-00.png,It means that the crowding
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-000-s01-03.png,cause and then deal with it ; show it
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-031k-s03-01.png,tremble for my country !
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-099-s01-01.png,theme of limitation of armaments in Europe .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-071a-s00-00.png,"During this period , when large numbers of school-"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-115-s03-00.png,Don't
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-038-s03-00.png,"Britain and the U.S. , which have problems with"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-032a-s02-04.png,of fruits .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018j-s00-01.png,"back to England , and returned to Rome for"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m02-055-s02-03.png,a Mocrat Senator with a seat on the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037b-s03-01.png,of the numerous conventional remedies
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r02-013-s02-00.png,' If the jacket
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-016-s01-00.png,He was a boarder .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h06-085-s02-01.png,on a sliding feed tray outside the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-030u-s05-01.png,decision remained with the British Government .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-000f-s01-04.png,advantages to be derived from this unity
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-010-s02-02.png,"stairs , she became aware of someone"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b03-098-s04-04.png,public of the change .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-016d-s01-00.png,A young
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011c-s05-00.png,"At Rome , every other man was a"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-065-s02-01.png,senior was detained in Paris by severe
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-116-s01-00.png,And he finds time as well to be a lyric
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-016c-s02-03.png,"herself it is incoherently , clumsily , but half"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d07-089-s02-04.png,texts to support the thesis of R. Joshua b. Levi .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-128-s04-01.png,SONGS-OF-BRITAIN medley is sung by David
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-098-s00-00.png,The edge of this sheet was attached to a wooden dowel
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-047m-s00-02.png,year or two later as ' more like a God
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-082a-s01-01.png,last impertinent remark .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-157-s02-00.png,They will overflow and private houses will have to be used .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011e-s05-03.png,as the troops are very fine . '
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e01-092-s03-00.png,It is easy
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-099-s02-02.png,weapons in any part of Europe .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-122-s00-01.png,"and hear her breath come faster , to see"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-011-s00-04.png,and who is now being pluckily convivial
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-082-s06-00.png,But if lead starts
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-092-s06-02.png,"the agency detective . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-081a-s00-03.png,in our minds about her if she remained
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h02-037-s00-00.png,12 . Through the system of records and
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b05-062-s03-01.png,said :
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-110-s00-00.png,Conservatives protested when
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-038-s03-03.png,Sir Roy's Federal Government in the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-007-s03-04.png,Birmingham ; Price the Provisions ; and the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l07-172-s01-00.png,I was more than thankful for his help
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-088b-s01-01.png,"had a great contempt for animal food , believing that"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g03-052-s02-00.png,In the Sheffield Trades and Labour
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-040-s02-03.png,coldly .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-164-s04-00.png,""" Did you see the indicator board ? """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-022b-s02-00.png,The unfortunate Augusta was
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a03-034-s01-00.png,Nevertheless there is little
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011m-s05-03.png,particularly as the troops are very fine . '
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-101a-s00-01.png,AFTER MENTIONING THAT HE HAD DINED WITH
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-019-s00-00.png,The process has been too slow for Herr
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-007-s02-01.png,"religiosa ) , both native and "" immigrant "" varieties ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-021-s04-00.png,"( Ps. 118 , 22 . )"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f01-053-s03-01.png,ask questions and uses the books to
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-008-s02-04.png,negotiating team .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-080-s01-00.png,Dots sometimes served in place of the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-066-s02-00.png,Yet it was not as clear-cut as that .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037f-s03-01.png,which he had been subjected ever since the symptoms had first
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-063-s00-01.png,lived and died within the boundaries of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-020-s03-00.png,"More than that , that God"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-209-s03-03.png,"mysteries , like the Marie Celeste ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-007-s06-00.png,The Caxtons had two boys - Michael and Derek .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f03-182-s07-01.png,that television makes its appeal to those of lesser
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-179-s06-00.png,Maggie soon proved her
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-122-s02-01.png,tuneful melody sung impeccably by Robert Earl ( Philips ) .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-047-s01-06.png,"her as ' that infamous Mr. Shelley ' , and his"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-035-s01-05.png,arrived from Vienna .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-122-s00-03.png,her glistening skin and see her move
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018n-s02-01.png,"against me , as there has been"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b02-102-s00-03.png,the Berlin crisis .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-117-s00-00.png,Leaning back carries the concealed message .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-007-s01-01.png,she decided Pierre would solve our problems .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037h-s03-02.png,since the symptoms had first shown them-
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-077-s00-00.png,He sat down and ran his finger down along her
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k03-152-s01-01.png,down mobs of natives .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-038-s01-05.png,reversed progression .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-107u-s00-03.png,"sick people , is good and attainable ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k03-157-s00-00.png,' Why don't you give them something to play with ? '
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018b-s01-04.png,Naples .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-083-s00-00.png,The edges of the transoms should be bevelled to
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-130-s04-00.png,"If he doesn't mind ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-102-s03-00.png,We have descended
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-032-s02-00.png,They make us the Altar for God to emit
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-116-s01-00.png,"TODAY , in London , that rash and thoughtless policy has"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-014-s04-03.png,Mr. Macmillan at Chequers .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-057-s01-00.png,""" He 's saving up to get married ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m02-090-s00-01.png,"serve this home of his , in which his heart lay ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018r-s02-00.png,"The journey has been against me , as there has"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g04-017-s03-01.png,"Passion Plays , an interval of ten years , another play would be"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-179-s01-01.png,God !
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-007d-s01-00.png,The shabby
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-020-s00-00.png,"But both purse and ticket , and the packages , were gone when the body"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r02-109-s02-01.png,asked solicitously .
